filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,label
sylwiaunsober9.wav,0.42926087975502014,2384.6642807779444,2548.3960394083797,4946.196882301402,0.10502610251168225,-422.53076171875,86.62911987304688,7.283349514007568,26.987770080566406,18.951953887939453,14.957571983337402,-6.905758857727051,5.933394908905029,3.0098485946655273,9.864816665649414,-7.412149906158447,-3.7313506603240967,-7.2673139572143555,-0.8193286657333374,-4.922096252441406,-0.47843682765960693,-9.040807723999023,4.8585591316223145,-7.841624736785889,-0.828193187713623,unsober
sylwiaunsober7.wav,0.4730275869369507,3224.1015116513345,2882.8541482077917,6620.970569957386,0.1637295809659091,-421.52764892578125,58.468284606933594,18.857330322265625,23.843786239624023,10.455863952636719,10.421314239501953,-6.814037799835205,8.031929016113281,2.6334502696990967,7.9157586097717285,-1.2095950841903687,-1.998342514038086,-7.050666809082031,0.8958203792572021,-3.06746244430542,2.975283622741699,-6.08758020401001,2.9697940349578857,-7.745781898498535,3.005502462387085,unsober
sylwiaunsober3.wav,0.47178536653518677,2584.6293863303263,2564.6757499425635,5173.35205078125,0.12270585317460317,-429.1935119628906,79.42305755615234,17.906463623046875,32.26530838012695,7.1445746421813965,6.315337657928467,-3.6600306034088135,10.911845207214355,-0.9505742788314819,8.568161964416504,-1.617262840270996,1.430561900138855,-12.6378812789917,-0.03734259307384491,-1.8156052827835083,-2.3793251514434814,-4.567607879638672,-0.2534371614456177,-8.808167457580566,1.7478175163269043,unsober
sylwiaunsober2.wav,0.48186376690864563,2929.9583734973307,2797.2602559567677,6141.140974813433,0.14155419193097016,-421.7001953125,66.51329040527344,19.79799461364746,28.886274337768555,7.090700149536133,9.023599624633789,-2.759042263031006,9.268975257873535,-0.5352934002876282,8.644146919250488,0.04576771333813667,0.41794249415397644,-8.355056762695312,-0.2815188467502594,-2.4724175930023193,0.8542940616607666,-7.159671306610107,3.2709476947784424,-9.520998001098633,3.3104705810546875,unsober
sylwiaunsober1.wav,0.44854432344436646,2734.108388403268,2562.848787031154,5306.7750901442305,0.14741586538461537,-404.5906677246094,75.15742492675781,13.65384292602539,26.153879165649414,7.899871349334717,6.314888000488281,-1.131005883216858,3.801758289337158,-0.8526975512504578,8.56377124786377,-4.689370155334473,-0.1657671183347702,-8.927055358886719,2.7812700271606445,-4.814345359802246,-2.959455966949463,-5.90709114074707,1.922431468963623,-9.671189308166504,2.3191988468170166,unsober
sylwiaunsober5.wav,0.45989394187927246,2554.0473098489747,2521.4188217812143,5073.335988898027,0.13052161654135339,-420.79144287109375,85.28701782226562,16.27486228942871,28.420230865478516,7.062131881713867,6.490846633911133,-7.221583366394043,9.453782081604004,-4.964932441711426,11.3523588180542,-1.448184847831726,-3.538269519805908,-10.293782234191895,-1.9123821258544922,-1.6452257633209229,-4.0226006507873535,-7.9301838874816895,0.6989821195602417,-7.798909664154053,1.3902535438537598,unsober
sylwiaunsober8.wav,0.47029346227645874,3435.923334433743,2915.15339354335,6931.494140625,0.17627949617346939,-428.7689208984375,47.904151916503906,19.06555938720703,26.493383407592773,14.013824462890625,17.770538330078125,-2.5017123222351074,8.501112937927246,4.194704532623291,6.9981865882873535,-3.4574713706970215,1.661858081817627,-5.073992729187012,3.0028059482574463,-4.5670647621154785,2.4373507499694824,-6.75020170211792,5.93825626373291,-8.43784236907959,3.9280388355255127,unsober
sylwiaunsober10.wav,0.4742089509963989,2700.3245548030554,2558.3576982934296,5311.241455078125,0.13826381138392857,-459.66650390625,77.06224822998047,10.889472961425781,29.189348220825195,14.726649284362793,13.917118072509766,-3.5752933025360107,11.683466911315918,2.8922436237335205,12.28757095336914,-2.674851655960083,-0.0881773829460144,-6.567916393280029,3.000908136367798,-2.347670316696167,1.5494556427001953,-4.3528242111206055,5.360814571380615,-9.694096565246582,2.6453003883361816,unsober
sylwiaunsober4.wav,0.4519200921058655,2798.221625774476,2565.7043214924706,5387.297474254261,0.1505126953125,-417.7666320800781,74.9748306274414,19.966955184936523,28.73531150817871,4.835316181182861,3.582953453063965,-3.6556317806243896,10.607658386230469,-5.165685653686523,9.563508033752441,0.07227198034524918,-2.8867549896240234,-12.506806373596191,1.2955795526504517,-2.4653878211975098,-0.5151230096817017,-4.6387939453125,1.7709614038467407,-8.751933097839355,1.0704612731933594,unsober
sylwiaunsober6.wav,0.47512003779411316,2825.6212044113054,2627.0562068598147,5541.386004192073,0.15860804115853658,-419.76605224609375,74.40309143066406,20.403200149536133,27.511505126953125,8.420472145080566,8.037334442138672,-9.445231437683105,7.861910820007324,-1.6174981594085693,8.759700775146484,-1.0467538833618164,-2.94246506690979,-9.46196460723877,-1.8764894008636475,-3.240309953689575,-0.00629651453346014,-4.801445007324219,2.117424964904785,-8.787214279174805,0.6298816800117493,unsober
